datetime,height
2024-06-13 20:27:00,0.18160465
2024-06-13 20:28:00,0.18374628
2024-06-13 20:29:00,0.18587887
2024-06-13 20:30:00,0.18800226
2024-06-13 20:31:00,0.19011627
2024-06-13 20:32:00,0.19222076
2024-06-13 20:33:00,0.19431561
2024-06-13 20:34:00,0.1964006
2024-06-13 20:35:00,0.19847563
2024-06-13 20:36:00,0.20054053
2024-06-13 20:37:00,0.20259514
2024-06-13 20:38:00,0.20463932
2024-06-13 20:39:00,0.20667292
2024-06-13 20:40:00,0.2086958
2024-06-13 20:41:00,0.21070778
2024-06-13 20:42:00,0.21270874
2024-06-13 20:43:00,0.21469852
2024-06-13 20:44:00,0.21667698
2024-06-13 20:45:00,0.21864396
2024-06-13 20:46:00,0.22059935
2024-06-13 20:47:00,0.22254297
2024-06-13 20:48:00,0.2244747
2024-06-13 20:49:00,0.22639439
2024-06-13 20:50:00,0.22830187
2024-06-13 20:51:00,0.23019704
2024-06-13 20:52:00,0.23207973
2024-06-13 20:53:00,0.23394984
2024-06-13 20:54:00,0.2358072
2024-06-13 20:55:00,0.23765165
2024-06-13 20:56:00,0.23948309
2024-06-13 20:57:00,0.24130139
2024-06-13 20:58:00,0.24310638
2024-06-13 20:59:00,0.24489796
2024-06-13 21:00:00,0.24667598
2024-06-13 21:01:00,0.24844031
2024-06-13 21:02:00,0.25019082
2024-06-13 21:03:00,0.25192735
2024-06-13 21:04:00,0.25364983
2024-06-13 21:05:00,0.25535807
2024-06-13 21:06:00,0.25705197
2024-06-13 21:07:00,0.25873142
2024-06-13 21:08:00,0.26039627
2024-06-13 21:09:00,0.26204643
2024-06-13 21:10:00,0.2636817
2024-06-13 21:11:00,0.265302
2024-06-13 21:12:00,0.26690724
2024-06-13 21:13:00,0.2684973
2024-06-13 21:14:00,0.27007195
2024-06-13 21:15:00,0.2716312
2024-06-13 21:16:00,0.27317488
2024-06-13 21:17:00,0.27470288
2024-06-13 21:18:00,0.27621505
2024-06-13 21:19:00,0.27771133
2024-06-13 21:20:00,0.27919158
2024-06-13 21:21:00,0.28065568
2024-06-13 21:22:00,0.28210354
2024-06-13 21:23:00,0.28353503
2024-06-13 21:24:00,0.28495002
2024-06-13 21:25:00,0.28634843
2024-06-13 21:26:00,0.28773016
2024-06-13 21:27:00,0.2890951
2024-06-13 21:28:00,0.29044312
2024-06-13 21:29:00,0.29177415
2024-06-13 21:30:00,0.29308805
2024-06-13 21:31:00,0.29438472
2024-06-13 21:32:00,0.29566413
2024-06-13 21:33:00,0.29692608
2024-06-13 21:34:00,0.29817054
2024-06-13 21:35:00,0.29939735
2024-06-13 21:36:00,0.3006065
2024-06-13 21:37:00,0.3017978
2024-06-13 21:38:00,0.30297124
2024-06-13 21:39:00,0.30412668
2024-06-13 21:40:00,0.30526406
2024-06-13 21:41:00,0.30638325
2024-06-13 21:42:00,0.30748418
2024-06-13 21:43:00,0.30856675
2024-06-13 21:44:00,0.3096309
2024-06-13 21:45:00,0.3106765
2024-06-13 21:46:00,0.3117035
2024-06-13 21:47:00,0.31271183
2024-06-13 21:48:00,0.3137014
2024-06-13 21:49:00,0.31467208
2024-06-13 21:50:00,0.31562385
2024-06-13 21:51:00,0.3165566
2024-06-13 21:52:00,0.31747025
2024-06-13 21:53:00,0.31836477
2024-06-13 21:54:00,0.31924003
2024-06-13 21:55:00,0.320096
2024-06-13 21:56:00,0.32093257
2024-06-13 21:57:00,0.3217497
2024-06-13 21:58:00,0.32254726
2024-06-13 21:59:00,0.32332528
2024-06-13 22:00:00,0.3240836
2024-06-13 22:01:00,0.3248222
2024-06-13 22:02:00,0.32554105
2024-06-13 22:03:00,0.32624
2024-06-13 22:04:00,0.32691905
2024-06-13 22:05:00,0.32757813
2024-06-13 22:06:00,0.32821715
2024-06-13 22:07:00,0.32883614
2024-06-13 22:08:00,0.32943493
2024-06-13 22:09:00,0.33001354
2024-06-13 22:10:00,0.33057186
2024-06-13 22:11:00,0.3311099
2024-06-13 22:12:00,0.33162758
2024-06-13 22:13:00,0.33212483
2024-06-13 22:14:00,0.33260164
2024-06-13 22:15:00,0.3330579
2024-06-13 22:16:00,0.33349365
2024-06-13 22:17:00,0.3339088
2024-06-13 22:18:00,0.3343033
2024-06-13 22:19:00,0.3346771
2024-06-13 22:20:00,0.33503017
2024-06-13 22:21:00,0.33536252
2024-06-13 22:22:00,0.33567402
2024-06-13 22:23:00,0.33596474
2024-06-13 22:24:00,0.33623454
2024-06-13 22:25:00,0.33648345
2024-06-13 22:26:00,0.33671144
2024-06-13 22:27:00,0.3369184
2024-06-13 22:28:00,0.3371044
2024-06-13 22:29:00,0.3372694
2024-06-13 22:30:00,0.33741334
2024-06-13 22:31:00,0.33753616
2024-06-13 22:32:00,0.3376379
2024-06-13 22:33:00,0.33771855
2024-06-13 22:34:00,0.33777797
2024-06-13 22:35:00,0.33781633
2024-06-13 22:36:00,0.3378334
2024-06-13 22:37:00,0.33782932
2024-06-13 22:38:00,0.33780402
2024-06-13 22:39:00,0.3377575
2024-06-13 22:40:00,0.3376897
2024-06-13 22:41:00,0.33760068
2024-06-13 22:42:00,0.33749038
2024-06-13 22:43:00,0.33735877
2024-06-13 22:44:00,0.33720592
2024-06-13 22:45:00,0.33703178
2024-06-13 22:46:00,0.3368363
2024-06-13 22:47:00,0.33661962
2024-06-13 22:48:00,0.33638155
2024-06-13 22:49:00,0.33612224
2024-06-13 22:50:00,0.3358416
2024-06-13 22:51:00,0.33553967
2024-06-13 22:52:00,0.33521643
2024-06-13 22:53:00,0.33487195
2024-06-13 22:54:00,0.33450618
2024-06-13 22:55:00,0.33411914
2024-06-13 22:56:00,0.33371082
2024-06-13 22:57:00,0.33328128
2024-06-13 22:58:00,0.33283046
2024-06-13 22:59:00,0.33235848
2024-06-13 23:00:00,0.33186522
2024-06-13 23:01:00,0.33135083
2024-06-13 23:02:00,0.33081523
2024-06-13 23:03:00,0.3302585
2024-06-13 23:04:00,0.32968062
2024-06-13 23:05:00,0.32908165
2024-06-13 23:06:00,0.32846156
2024-06-13 23:07:00,0.32782042
2024-06-13 23:08:00,0.32715827
2024-06-13 23:09:00,0.3264751
2024-06-13 23:10:00,0.32577094
2024-06-13 23:11:00,0.32504585
2024-06-13 23:12:00,0.3242998
2024-06-13 23:13:00,0.32353294
2024-06-13 23:14:00,0.32274517
2024-06-13 23:15:00,0.32193664
2024-06-13 23:16:00,0.3211073
2024-06-13 23:17:00,0.32025722
2024-06-13 23:18:00,0.31938648
2024-06-13 23:19:00,0.3184951
2024-06-13 23:20:00,0.31758305
2024-06-13 23:21:00,0.31665048
2024-06-13 23:22:00,0.31569737
2024-06-13 23:23:00,0.31472382
2024-06-13 23:24:00,0.31372982
2024-06-13 23:25:00,0.31271544
2024-06-13 23:26:00,0.31168076
2024-06-13 23:27:00,0.3106258
2024-06-13 23:28:00,0.30955064
2024-06-13 23:29:00,0.30845532
2024-06-13 23:30:00,0.30733988
2024-06-13 23:31:00,0.3062044
2024-06-13 23:32:00,0.30504894
2024-06-13 23:33:00,0.30387357
2024-06-13 23:34:00,0.30267832
2024-06-13 23:35:00,0.30146328
2024-06-13 23:36:00,0.3002285
2024-06-13 23:37:00,0.29897407
2024-06-13 23:38:00,0.29770002
2024-06-13 23:39:00,0.29640645
2024-06-13 23:40:00,0.29509345
2024-06-13 23:41:00,0.29376101
2024-06-13 23:42:00,0.2924093
2024-06-13 23:43:00,0.29103833
2024-06-13 23:44:00,0.28964818
2024-06-13 23:45:00,0.28823894
2024-06-13 23:46:00,0.2868107
2024-06-13 23:47:00,0.28536355
2024-06-13 23:48:00,0.28389752
2024-06-13 23:49:00,0.28241274
2024-06-13 23:50:00,0.28090924
2024-06-13 23:51:00,0.27938718
2024-06-13 23:52:00,0.27784657
2024-06-13 23:53:00,0.27628756
2024-06-13 23:54:00,0.2747102
2024-06-13 23:55:00,0.2731146
2024-06-13 23:56:00,0.27150083
2024-06-13 23:57:00,0.26986897
2024-06-13 23:58:00,0.26821917
2024-06-13 23:59:00,0.26655146
2024-06-14 00:00:00,0.264866
2024-06-14 00:01:00,0.2631628
2024-06-14 00:02:00,0.26144207
2024-06-14 00:03:00,0.25970381
2024-06-14 00:04:00,0.25794816
2024-06-14 00:05:00,0.25617525
2024-06-14 00:06:00,0.2543851
2024-06-14 00:07:00,0.25257796
2024-06-14 00:08:00,0.2507538
2024-06-14 00:09:00,0.24891275
2024-06-14 00:10:00,0.24705496
2024-06-14 00:11:00,0.24518052
2024-06-14 00:12:00,0.24328952
2024-06-14 00:13:00,0.2413821
2024-06-14 00:14:00,0.23945835
2024-06-14 00:15:00,0.2375184
2024-06-14 00:16:00,0.23556238
2024-06-14 00:17:00,0.23359038
2024-06-14 00:18:00,0.23160249
2024-06-14 00:19:00,0.22959891
2024-06-14 00:20:00,0.22757967
2024-06-14 00:21:00,0.22554493
2024-06-14 00:22:00,0.22349483
2024-06-14 00:23:00,0.22142947
2024-06-14 00:24:00,0.21934897
2024-06-14 00:25:00,0.21725346
2024-06-14 00:26:00,0.21514307
2024-06-14 00:27:00,0.21301793
2024-06-14 00:28:00,0.21087815
2024-06-14 00:29:00,0.20872384
2024-06-14 00:30:00,0.20655519
2024-06-14 00:31:00,0.20437232
2024-06-14 00:32:00,0.20217532
2024-06-14 00:33:00,0.19996433
2024-06-14 00:34:00,0.19773951
2024-06-14 00:35:00,0.19550098
2024-06-14 00:36:00,0.19324888
2024-06-14 00:37:00,0.19098336
2024-06-14 00:38:00,0.1887045
2024-06-14 00:39:00,0.18641253
2024-06-14 00:40:00,0.18410751
2024-06-14 00:41:00,0.1817896
2024-06-14 00:42:00,0.17945898
2024-06-14 00:43:00,0.17711577
2024-06-14 00:44:00,0.17476007
2024-06-14 00:45:00,0.1723921
2024-06-14 00:46:00,0.17001194
2024-06-14 00:47:00,0.16761978
2024-06-14 00:48:00,0.16521575
2024-06-14 00:49:00,0.16279998
2024-06-14 00:50:00,0.16037266
2024-06-14 00:51:00,0.15793389
2024-06-14 00:52:00,0.15548387
2024-06-14 00:53:00,0.1530227
2024-06-14 00:54:00,0.15055059
2024-06-14 00:55:00,0.14806764
2024-06-14 00:56:00,0.14557403
2024-06-14 00:57:00,0.14306991
2024-06-14 00:58:00,0.14055543
2024-06-14 00:59:00,0.13803075
2024-06-14 01:00:00,0.13549602
2024-06-14 01:01:00,0.13295141
2024-06-14 01:02:00,0.13039708
2024-06-14 01:03:00,0.12783317
2024-06-14 01:04:00,0.12525986
2024-06-14 01:05:00,0.12267729
2024-06-14 01:06:00,0.12008563
2024-06-14 01:07:00,0.117485054
2024-06-14 01:08:00,0.114875704
2024-06-14 01:09:00,0.11225776
2024-06-14 01:10:00,0.109631374
2024-06-14 01:11:00,0.106996715
2024-06-14 01:12:00,0.10435394
2024-06-14 01:13:00,0.101703234
2024-06-14 01:14:00,0.09904474
2024-06-14 01:15:00,0.09637864
2024-06-14 01:16:00,0.0937051
2024-06-14 01:17:00,0.09102429
2024-06-14 01:18:00,0.08833636
2024-06-14 01:19:00,0.08564151
2024-06-14 01:20:00,0.082939886
2024-06-14 01:21:00,0.08023166
2024-06-14 01:22:00,0.077517
2024-06-14 01:23:00,0.0747961
2024-06-14 01:24:00,0.07206911
2024-06-14 01:25:00,0.06933621
2024-06-14 01:26:00,0.06659757
2024-06-14 01:27:00,0.063853376
2024-06-14 01:28:00,0.061103776
2024-06-14 01:29:00,0.058348965
2024-06-14 01:30:00,0.055589113
2024-06-14 01:31:00,0.052824393
2024-06-14 01:32:00,0.05005498
2024-06-14 01:33:00,0.04728105
2024-06-14 01:34:00,0.044502784
2024-06-14 01:35:00,0.041720346
2024-06-14 01:36:00,0.03893393
2024-06-14 01:37:00,0.0361437
2024-06-14 01:38:00,0.03334984
2024-06-14 01:39:00,0.03055253
2024-06-14 01:40:00,0.027751941
2024-06-14 01:41:00,0.024948258
2024-06-14 01:42:00,0.02214166
2024-06-14 01:43:00,0.01933232
2024-06-14 01:44:00,0.016520422
2024-06-14 01:45:00,0.013706148
2024-06-14 01:46:00,0.010889674
2024-06-14 01:47:00,0.00807118
2024-06-14 01:48:00,0.00525085
2024-06-14 01:49:00,0.002428863
2024-06-14 01:50:00,-0.00039460062
2024-06-14 01:51:00,-0.0032193593
2024-06-14 01:52:00,-0.0060452316
2024-06-14 01:53:00,-0.008872036
2024-06-14 01:54:00,-0.011699592
2024-06-14 01:55:00,-0.014527716
2024-06-14 01:56:00,-0.017356226
2024-06-14 01:57:00,-0.020184943
2024-06-14 01:58:00,-0.023013683
2024-06-14 01:59:00,-0.02584226
2024-06-14 02:00:00,-0.028670501
2024-06-14 02:01:00,-0.031498216
2024-06-14 02:02:00,-0.034325223
2024-06-14 02:03:00,-0.037151344
2024-06-14 02:04:00,-0.039976392
2024-06-14 02:05:00,-0.042800188
2024-06-14 02:06:00,-0.04562255
2024-06-14 02:07:00,-0.048443288
2024-06-14 02:08:00,-0.051262226
2024-06-14 02:09:00,-0.054079186
2024-06-14 02:10:00,-0.056893975
2024-06-14 02:11:00,-0.059706416
2024-06-14 02:12:00,-0.06251633
2024-06-14 02:13:00,-0.06532353
2024-06-14 02:14:00,-0.06812784
2024-06-14 02:15:00,-0.070929065
2024-06-14 02:16:00,-0.07372704
2024-06-14 02:17:00,-0.07652157
2024-06-14 02:18:00,-0.07931248
2024-06-14 02:19:00,-0.08209959
2024-06-14 02:20:00,-0.084882714
2024-06-14 02:21:00,-0.087661676
2024-06-14 02:22:00,-0.09043629
2024-06-14 02:23:00,-0.093206376
2024-06-14 02:24:00,-0.095971756
2024-06-14 02:25:00,-0.098732255
2024-06-14 02:26:00,-0.10148768
2024-06-14 02:27:00,-0.10423786
2024-06-14 02:28:00,-0.10698262
2024-06-14 02:29:00,-0.10972177
2024-06-14 02:30:00,-0.11245514
2024-06-14 02:31:00,-0.11518255
2024-06-14 02:32:00,-0.11790381
2024-06-14 02:33:00,-0.120618775
2024-06-14 02:34:00,-0.123327225
2024-06-14 02:35:00,-0.12602901
2024-06-14 02:36:00,-0.12872395
2024-06-14 02:37:00,-0.13141185
2024-06-14 02:38:00,-0.13409257
2024-06-14 02:39:00,-0.13676591
2024-06-14 02:40:00,-0.1394317
2024-06-14 02:41:00,-0.14208975
2024-06-14 02:42:00,-0.14473991
2024-06-14 02:43:00,-0.14738199
2024-06-14 02:44:00,-0.15001583
2024-06-14 02:45:00,-0.15264125
2024-06-14 02:46:00,-0.15525809
2024-06-14 02:47:00,-0.15786615
2024-06-14 02:48:00,-0.16046529
2024-06-14 02:49:00,-0.1630553
2024-06-14 02:50:00,-0.16563606
2024-06-14 02:51:00,-0.16820738
2024-06-14 02:52:00,-0.17076907
2024-06-14 02:53:00,-0.17332098
2024-06-14 02:54:00,-0.17586294
2024-06-14 02:55:00,-0.1783948
2024-06-14 02:56:00,-0.18091637
2024-06-14 02:57:00,-0.18342748
2024-06-14 02:58:00,-0.18592799
2024-06-14 02:59:00,-0.1884177
2024-06-14 03:00:00,-0.1908965
2024-06-14 03:01:00,-0.19336416
2024-06-14 03:02:00,-0.19582058
2024-06-14 03:03:00,-0.19826555
2024-06-14 03:04:00,-0.20069894
2024-06-14 03:05:00,-0.20312059
2024-06-14 03:06:00,-0.20553032
2024-06-14 03:07:00,-0.20792797
2024-06-14 03:08:00,-0.21031341
2024-06-14 03:09:00,-0.21268646
2024-06-14 03:10:00,-0.21504696
2024-06-14 03:11:00,-0.21739477
2024-06-14 03:12:00,-0.21972975
2024-06-14 03:13:00,-0.2220517
2024-06-14 03:14:00,-0.22436048
2024-06-14 03:15:00,-0.22665597
2024-06-14 03:16:00,-0.22893798
2024-06-14 03:17:00,-0.2312064
2024-06-14 03:18:00,-0.23346105
2024-06-14 03:19:00,-0.23570178
2024-06-14 03:20:00,-0.23792847
2024-06-14 03:21:00,-0.24014093
2024-06-14 03:22:00,-0.24233904
2024-06-14 03:23:00,-0.24452266
2024-06-14 03:24:00,-0.24669164
2024-06-14 03:25:00,-0.24884585
2024-06-14 03:26:00,-0.25098512
2024-06-14 03:27:00,-0.2531093
2024-06-14 03:28:00,-0.25521827
2024-06-14 03:29:00,-0.2573119
2024-06-14 03:30:00,-0.25939006
2024-06-14 03:31:00,-0.2614526
2024-06-14 03:32:00,-0.26349935
2024-06-14 03:33:00,-0.26553023
2024-06-14 03:34:00,-0.26754507
2024-06-14 03:35:00,-0.26954377
2024-06-14 03:36:00,-0.27152616
2024-06-14 03:37:00,-0.2734921
2024-06-14 03:38:00,-0.2754415
2024-06-14 03:39:00,-0.2773742
2024-06-14 03:40:00,-0.2792901
2024-06-14 03:41:00,-0.28118908
2024-06-14 03:42:00,-0.283071
2024-06-14 03:43:00,-0.2849357
2024-06-14 03:44:00,-0.2867831
2024-06-14 03:45:00,-0.28861308
2024-06-14 03:46:00,-0.29042548
2024-06-14 03:47:00,-0.29222023
2024-06-14 03:48:00,-0.2939972
2024-06-14 03:49:00,-0.29575622
2024-06-14 03:50:00,-0.29749724
2024-06-14 03:51:00,-0.29922011
2024-06-14 03:52:00,-0.30092475
2024-06-14 03:53:00,-0.302611
2024-06-14 03:54:00,-0.30427876
2024-06-14 03:55:00,-0.30592793
2024-06-14 03:56:00,-0.30755845
2024-06-14 03:57:00,-0.30917013
2024-06-14 03:58:00,-0.3107629
2024-06-14 03:59:00,-0.31233668
2024-06-14 04:00:00,-0.31389132
2024-06-14 04:01:00,-0.31542674
2024-06-14 04:02:00,-0.3169428
2024-06-14 04:03:00,-0.3184395
2024-06-14 04:04:00,-0.31991667
2024-06-14 04:05:00,-0.3213742
2024-06-14 04:06:00,-0.32281205
2024-06-14 04:07:00,-0.32423005
2024-06-14 04:08:00,-0.32562816
2024-06-14 04:09:00,-0.3270063
2024-06-14 04:10:00,-0.32836434
2024-06-14 04:11:00,-0.32970223
2024-06-14 04:12:00,-0.33101982
2024-06-14 04:13:00,-0.33231708
2024-06-14 04:14:00,-0.33359393
2024-06-14 04:15:00,-0.33485028
2024-06-14 04:16:00,-0.33608598
2024-06-14 04:17:00,-0.33730102
2024-06-14 04:18:00,-0.33849534
2024-06-14 04:19:00,-0.33966878
2024-06-14 04:20:00,-0.34082136
2024-06-14 04:21:00,-0.3419529
2024-06-14 04:22:00,-0.34306338
2024-06-14 04:23:00,-0.3441528
2024-06-14 04:24:00,-0.34522095
2024-06-14 04:25:00,-0.34626785
2024-06-14 04:26:00,-0.3472934
2024-06-14 04:27:00,-0.34829754
2024-06-14 04:28:00,-0.34928024
2024-06-14 04:29:00,-0.3502414
2024-06-14 04:30:00,-0.3511809
2024-06-14 04:31:00,-0.35209882
2024-06-14 04:32:00,-0.352995
2024-06-14 04:33:00,-0.3538694
2024-06-14 04:34:00,-0.354722
2024-06-14 04:35:00,-0.35555267
2024-06-14 04:36:00,-0.35636142
2024-06-14 04:37:00,-0.35714817
2024-06-14 04:38:00,-0.3579129
2024-06-14 04:39:00,-0.3586555
2024-06-14 04:40:00,-0.35937604
2024-06-14 04:41:00,-0.36007434
2024-06-14 04:42:00,-0.36075044
2024-06-14 04:43:00,-0.36140427
2024-06-14 04:44:00,-0.36203578
2024-06-14 04:45:00,-0.36264497
2024-06-14 04:46:00,-0.36323175
2024-06-14 04:47:00,-0.3637961
2024-06-14 04:48:00,-0.364338
2024-06-14 04:49:00,-0.3648574
2024-06-14 04:50:00,-0.36535427
2024-06-14 04:51:00,-0.36582863
2024-06-14 04:52:00,-0.36628038
2024-06-14 04:53:00,-0.36670953
2024-06-14 04:54:00,-0.367116
2024-06-14 04:55:00,-0.3674999
2024-06-14 04:56:00,-0.36786103
2024-06-14 04:57:00,-0.3681995
2024-06-14 04:58:00,-0.36851525
2024-06-14 04:59:00,-0.36880824
2024-06-14 05:00:00,-0.3690785
2024-06-14 05:01:00,-0.369326
2024-06-14 05:02:00,-0.36955068
2024-06-14 05:03:00,-0.36975253
2024-06-14 05:04:00,-0.36993164
2024-06-14 05:05:00,-0.37008792
2024-06-14 05:06:00,-0.37022138
2024-06-14 05:07:00,-0.370332
2024-06-14 05:08:00,-0.37041977
2024-06-14 05:09:00,-0.37048474
2024-06-14 05:10:00,-0.37052685
2024-06-14 05:11:00,-0.37054616
2024-06-14 05:12:00,-0.37054262
2024-06-14 05:13:00,-0.37051624
2024-06-14 05:14:00,-0.37046704
2024-06-14 05:15:00,-0.370395
2024-06-14 05:16:00,-0.3703002
2024-06-14 05:17:00,-0.3701826
2024-06-14 05:18:00,-0.3700422
2024-06-14 05:19:00,-0.36987904
2024-06-14 05:20:00,-0.3696931
2024-06-14 05:21:00,-0.3694844
2024-06-14 05:22:00,-0.36925304
2024-06-14 05:23:00,-0.36899894
2024-06-14 05:24:00,-0.36872214
2024-06-14 05:25:00,-0.3684227
2024-06-14 05:26:00,-0.3681006
2024-06-14 05:27:00,-0.36775592
2024-06-14 05:28:00,-0.3673887
2024-06-14 05:29:00,-0.36699882
2024-06-14 05:30:00,-0.3665865
2024-06-14 05:31:00,-0.36615166
2024-06-14 05:32:00,-0.36569434
2024-06-14 05:33:00,-0.36521462
2024-06-14 05:34:00,-0.36471248
2024-06-14 05:35:00,-0.36418802
2024-06-14 05:36:00,-0.36364123
2024-06-14 05:37:00,-0.36307216
2024-06-14 05:38:00,-0.36248088
2024-06-14 05:39:00,-0.3618674
2024-06-14 05:40:00,-0.3612318
2024-06-14 05:41:00,-0.36057413
2024-06-14 05:42:00,-0.35989434
2024-06-14 05:43:00,-0.3591926
2024-06-14 05:44:00,-0.3584689
2024-06-14 05:45:00,-0.35772336
2024-06-14 05:46:00,-0.35695592
2024-06-14 05:47:00,-0.35616672
2024-06-14 05:48:00,-0.3553558
2024-06-14 05:49:00,-0.3545232
2024-06-14 05:50:00,-0.35366902
2024-06-14 05:51:00,-0.35279328
2024-06-14 05:52:00,-0.35189605
2024-06-14 05:53:00,-0.35097745
2024-06-14 05:54:00,-0.35003746
2024-06-14 05:55:00,-0.34907618
2024-06-14 05:56:00,-0.34809372
2024-06-14 05:57:00,-0.34709007
2024-06-14 05:58:00,-0.34606537
